Pos_TX	Vel_TX	Acc_TX	Pos_TY	Vel_TY	Acc_TY	Pos_TZ	Vel_TZ	Acc_TZ
-1.216577349143201925e+00	-1.726877715144815861e-01	-2.486677640502526765e-01	-2.757094886986373727e-01	2.294137096053559463e-02	3.024837621894675005e-02	8.660619806925853315e-01	1.727883248797030397e-02	3.357116244923106368e-02
-9.860043514305227852e-01	3.299425590014393173e-02	1.103268615499191224e-01	-3.756054915957476870e-01	-8.531475213644530708e-02	-9.097874367740331480e-02	1.092511275953962580e+00	2.232862038338629951e-01	3.902942003297619755e-01
-9.587214704018349742e-01	5.769237969271200778e-02	1.553083630088538114e-01	-1.639808487271028348e-01	1.439964875953573531e-01	1.644327706353128637e-01	7.177820042220620644e-01	-1.174724013684049634e-01	-2.000139268195138820e-01
-7.209946316196488292e-01	2.698322944131890666e-01	5.254991631391179308e-01	-1.164573311299459679e-01	1.954262841075252444e-01	2.202761759430335031e-01	5.507211211560456565e-01	-2.693666901718132500e-01	-4.632089715450050660e-01
-9.113748590929506843e-01	1.007914623363510703e-01	2.343214222371096944e-01	-3.048655799474114803e-02	2.884525504219502268e-01	3.228057653043860942e-01	7.979888157766412693e-01	-4.444352761800294399e-02	-7.369256442123084394e-02
-1.193151211302320380e+00	-1.495927412837706472e-01	-1.979978632486409651e-01	-2.954668633275648881e-01	1.143406105652979877e-03	2.255137253461279682e-03	9.951194358817390118e-01	1.348744255931804137e-01	2.368443958851092490e-01
-9.849926874165840784e-01	3.634817384046407779e-02	1.267076855186980711e-01	-3.341887061776291357e-01	-4.103710463960053706e-02	-4.545605564571323504e-02	9.700531296434149464e-01	1.121082871455136853e-01	1.973591514350282738e-01
-1.206375791444261658e+00	-1.601689736870111902e-01	-2.121724951510442492e-01	-2.214094940164486325e-01	8.089284477467474643e-02	8.949812980460006284e-02	1.171358866154851075e+00	2.952171563964604006e-01	5.144895916569408589e-01
-1.137767600672307866e+00	-9.840820617009699012e-02	-1.029409940646175969e-01	-4.813360712177939815e-01	-2.010754795718302512e-01	-2.249885542491912305e-01	7.997831843152214404e-01	-4.270494441384060230e-02	-7.085968763643026025e-02
-1.282260409035662629e+00	-2.263676021352712120e-01	-3.228924256079730437e-01	-2.298911529476885263e-01	7.102022560225636216e-02	7.713035626992623128e-02	9.081160901857725509e-01	5.583508064071756455e-02	9.981321088644937167e-02
-1.164683358920729717e+00	-1.209129561029098077e-01	-1.378784463052393494e-01	-7.379506984396342339e-01	-4.798849011648084195e-01	-5.365403774061009434e-01	6.665790078418784015e-01	-1.638246173533392247e-01	-2.806646327451626788e-01
-1.234803680091973499e+00	-1.825568182065522016e-01	-2.427976537211495867e-01	-5.064570700671625070e-02	2.644103163986576965e-01	2.911023274983537967e-01	1.036187520432053866e+00	1.723357712757874471e-01	3.016238792018531290e-01
